celebrity_name,season,ballroom_partner,age,age_scaled,season,season_scaled,voting_phase,partner_id,partner_name,season_group,industry_Actor/Actress,industry_Astronaut,industry_Athlete,industry_Beauty Pagent,industry_Comedian,industry_Con Artist,industry_Conservationist,industry_Entrepreneur,industry_Fashion Designer,industry_Fitness Instructor,industry_Journalist,industry_Magician,industry_Military,industry_Model,industry_Motivational Speaker,industry_Musician,industry_News Anchor,industry_Politician,industry_Producer,industry_Racing Driver,industry_Radio Personality,industry_Singer/Rapper,industry_Social Media Personality,industry_Sports Broadcaster,industry_Tv Personality,placement,avg_score,last_week
Erin Andrews,10,Maksim Chmerkoskiy,32,-0.49299588139630357,10,-0.8510023564557119,2,7,Maksim Chmerkoskiy,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,24.94998,10
Kate Gosselin,10,Tony Dovolani,35,-0.27505615503874975,10,-0.8510023564557119,2,8,Tony Dovolani,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,15.4,5
Jake Pavelka,10,Chelsie Hightower,32,-0.49299588139630357,10,-0.8510023564557119,2,24,Chelsie Hightower,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,21.333316666666665,6
David Hasselhoff,11,Kym Johnson,58,1.3958150803691627,11,-0.7482278320529997,2,14,Kym Johnson,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,15.0,1
Florence Henderson,11,Corky Ballas,76,2.7034534385144853,11,-0.7482278320529997,2,22,Corky Ballas,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,19.1,5
Kyle Massey,11,Lacey Schwimmer,19,-1.4374013622790367,11,-0.7482278320529997,2,23,Lacey Schwimmer,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,25.58331,10
Jennifer Grey,11,Derek Hough,50,0.8146424767490191,11,-0.7482278320529997,2,19,Derek Hough,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,27.9,10
Rick Fox,11,Cheryl Burke,41,0.1608232976763578,11,-0.7482278320529997,2,10,Cheryl Burke,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,25.0,7
Kurt Warner,11,Anna Trebunskaya,39,0.015530146771321949,11,-0.7482278320529997,2,9,Anna Trebunskaya,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,23.1249875,8
Margaret Cho,11,Louis van Amstel,41,0.1608232976763578,11,-0.7482278320529997,2,5,Louis van Amstel,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,17.0,3
Michael Bolton,11,Chelsie Hightower,57,1.3231685049166446,11,-0.7482278320529997,2,24,Chelsie Hightower,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,14.0,2
Brandy,11,Maksim Chmerkoskiy,31,-0.5656424568488215,11,-0.7482278320529997,2,7,Maksim Chmerkoskiy,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,27.6111,9
The Situation,11,Karina Smirnoff,28,-0.7835821832063753,11,-0.7482278320529997,2,12,Karina Smirnoff,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,16.75,4
Audrina Patridge,11,Tony Dovolani,25,-1.0015219095639292,11,-0.7482278320529997,2,8,Tony Dovolani,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,24.333299999999998,6
Bristol Palin,11,Mark Ballas,19,-1.4374013622790367,11,-0.7482278320529997,2,18,Mark Ballas,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,22.91664,10
Ralph Macchio,12,Karina Smirnoff,49,0.7419959012965013,12,-0.6454533076502875,2,12,Karina Smirnoff,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,24.11111111111111,9
Chelsea Kane,12,Mark Ballas,22,-1.219461635921483,12,-0.6454533076502875,2,18,Mark Ballas,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,26.76666,10
Kirstie Alley,12,Maksim Chmerkoskiy,60,1.5411082312741984,12,-0.6454533076502875,2,7,Maksim Chmerkoskiy,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,24.64999,10
Hines Ward,12,Kym Johnson,35,-0.27505615503874975,12,-0.6454533076502875,2,14,Kym Johnson,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,26.76666,10
Sugar Ray Leonard,12,Anna Trebunskaya,54,1.1052287785590909,12,-0.6454533076502875,2,9,Anna Trebunskaya,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,18.75,4
Chris Jericho,12,Cheryl Burke,40,0.08817672222383988,12,-0.6454533076502875,2,10,Cheryl Burke,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,22.333333333333332,6
Petra Nemcova,12,Dmitry Chaplin,31,-0.5656424568488215,12,-0.6454533076502875,2,25,Dmitry Chaplin,12,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8,21.2,5
Mike Catherwood,12,Lacey Schwimmer,32,-0.49299588139630357,12,-0.6454533076502875,2,23,Lacey Schwimmer,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11,15.0,2
Romeo,12,Chelsie Hightower,21,-1.2921082113740008,12,-0.6454533076502875,2,24,Chelsie Hightower,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,24.375,8
Wendy Williams,12,Tony Dovolani,46,0.5240561749389474,12,-0.6454533076502875,2,8,Tony Dovolani,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,15.333333333333334,3
Kendra Wilkinson,12,Louis van Amstel,25,-1.0015219095639292,12,-0.6454533076502875,2,5,Louis van Amstel,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,22.214285714285715,7
Elisabetta Canalis,13,Valentin Chmerkovskiy,33,-0.4203493059437856,13,-0.5426787832475753,2,28,Valentin Chmerkovskiy,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,18.0,2
David Arquette,13,Kym Johnson,40,0.08817672222383988,13,-0.5426787832475753,2,14,Kym Johnson,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,22.071428571428573,7
Ricki Lake,13,Derek Hough,42,0.23346987312887574,13,-0.5426787832475753,2,19,Derek Hough,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,26.59998,10
J.R. Martinez,13,Karina Smirnoff,28,-0.7835821832063753,13,-0.5426787832475753,2,12,Karina Smirnoff,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,26.31665,10
Metta World Peace (Ron),13,Peta Murgatroyd,31,-0.5656424568488215,13,-0.5426787832475753,2,29,Peta Murgatroyd,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,14.0,1
Hope Solo,13,Maksim Chmerkoskiy,30,-0.6382890323013394,13,-0.5426787832475753,2,7,Maksim Chmerkoskiy,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,23.055533333333333,9
Chynna Phillips,13,Tony Dovolani,43,0.30611644858139364,13,-0.5426787832475753,2,8,Tony Dovolani,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,22.5,4
Kristin Cavallari,13,Mark Ballas,24,-1.074168485016447,13,-0.5426787832475753,2,18,Mark Ballas,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,21.666666666666668,3
Carson Kressley,13,Anna Trebunskaya,41,0.1608232976763578,13,-0.5426787832475753,2,9,Anna Trebunskaya,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,19.4,5
Chaz Bono,13,Lacey Schwimmer,42,0.23346987312887574,13,-0.5426787832475753,2,23,Lacey Schwimmer,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,18.833333333333332,6
Nancy Grace,13,Tristan MacManus,51,0.8872890522015371,13,-0.5426787832475753,2,30,Tristan MacManus,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,21.125,8
Rob Kardashian,13,Cheryl Burke,24,-1.074168485016447,13,-0.5426787832475753,2,10,Cheryl Burke,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,24.3833,10
William Levy,14,Cheryl Burke,31,-0.5656424568488215,14,-0.43990425884486317,2,10,Cheryl Burke,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,27.76666,10
Jack Wagner,14,Anna Trebunskaya,52,0.959935627654055,14,-0.43990425884486317,2,9,Anna Trebunskaya,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,22.666666666666668,3
Sherri Sheperd,14,Valentin Chmerkovskiy,44,0.3787630240339116,14,-0.43990425884486317,2,28,Valentin Chmerkovskiy,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,22.75,4
Jaleel White,14,Kym Johnson,35,-0.27505615503874975,14,-0.43990425884486317,2,14,Kym Johnson,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,25.928542857142855,7
Roshon Fegan,14,Chelsie Hightower,20,-1.3647547868265186,14,-0.43990425884486317,2,24,Chelsie Hightower,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,25.999975,8
Melissa Gilbert,14,Maksim Chmerkoskiy,47,0.5967027503914654,14,-0.43990425884486317,2,7,Maksim Chmerkoskiy,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,23.25,8
Martina Navratilova,14,Tony Dovolani,55,1.177875354011609,14,-0.43990425884486317,2,8,Tony Dovolani,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,18.5,2
Donald Driver,14,Peta Murgatroyd,37,-0.12976300413371392,14,-0.43990425884486317,2,29,Peta Murgatroyd,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,27.11665,10
Gavin DeGraw,14,Karina Smirnoff,35,-0.27505615503874975,14,-0.43990425884486317,2,12,Karina Smirnoff,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,21.4,5
Gladys Knight,14,Tristan MacManus,67,2.0496342594418238,14,-0.43990425884486317,2,30,Tristan MacManus,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8,22.0,6
Katherine Jenkins,14,Mark Ballas,31,-0.5656424568488215,14,-0.43990425884486317,2,18,Mark Ballas,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,28.54999,10
Maria Menounos,14,Derek Hough,33,-0.4203493059437856,14,-0.43990425884486317,2,19,Derek Hough,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,26.72221111111111,9
Gilles Marini,15,Peta Murgatroyd,36,-0.20240957958623185,15,-0.33712973444215094,2,29,Peta Murgatroyd,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,29.1284375,8
Sabrina Bryan,15,Louis van Amstel,28,-0.7835821832063753,15,-0.33712973444215094,2,5,Louis van Amstel,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,28.125,6
Kirstie Alley,15,Maksim Chmerkoskiy,61,1.6137548067267165,15,-0.33712973444215094,2,7,Maksim Chmerkoskiy,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,25.1562375,8
Kelly Monaco,15,Valentin Chmerkovskiy,36,-0.20240957958623185,15,-0.33712973444215094,2,28,Valentin Chmerkovskiy,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,28.13052,10
Apolo Anton Ohno,15,Karina Smirnoff,30,-0.6382890323013394,15,-0.33712973444215094,2,12,Karina Smirnoff,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,28.404299999999996,9
Emmitt Smith,15,Cheryl Burke,43,0.30611644858139364,15,-0.33712973444215094,2,10,Cheryl Burke,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,28.117255555555555,9
Shawn Johnson,15,Derek Hough,20,-1.3647547868265186,15,-0.33712973444215094,2,19,Derek Hough,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,29.35274,10
Pamela Anderson,15,Tristan MacManus,45,0.4514095994864295,15,-0.33712973444215094,2,30,Tristan MacManus,15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,13,17.0,1
Helio Castroneves,15,Chelsie Hightower,37,-0.12976300413371392,15,-0.33712973444215094,2,24,Chelsie Hightower,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10,23.333333333333332,3
Joey Fatone,15,Kym Johnson,35,-0.27505615503874975,15,-0.33712973444215094,2,14,Kym Johnson,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,21.5,2
Drew Lachey,15,Anna Trebunskaya,36,-0.20240957958623185,15,-0.33712973444215094,2,9,Anna Trebunskaya,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,22.666666666666668,3
Bristol Palin,15,Mark Ballas,21,-1.2921082113740008,15,-0.33712973444215094,2,18,Mark Ballas,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,23.0,4
Melissa Rycroft,15,Tony Dovolani,29,-0.7109356077538573,15,-0.33712973444215094,2,8,Tony Dovolani,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,29.33607,10
Ingo Rademacher,16,Kym Johnson,41,0.1608232976763578,16,-0.23435521003943877,2,14,Kym Johnson,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,22.5,9
Zendaya,16,Valentin Chmerkovskiy,16,-1.6553410886365905,16,-0.23435521003943877,2,28,Valentin Chmerkovskiy,16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,27.299979999999998,10
Dorothy Hamill,16,Tristan MacManus,56,1.2505219294641268,16,-0.23435521003943877,2,30,Tristan MacManus,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,18.0,2
Victor Ortiz,16,Lindsay Arnold,26,-0.9288753341114111,16,-0.23435521003943877,2,31,Lindsay Arnold,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,19.666666666666668,6
Alexandra Raisman,16,Mark Ballas,18,-1.5100479377315545,16,-0.23435521003943877,2,18,Mark Ballas,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,26.45,10
Jacoby Jones,16,Karina Smirnoff,28,-0.7835821832063753,16,-0.23435521003943877,2,12,Karina Smirnoff,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,25.19997,10
D. L. Hughley,16,Cheryl Burke,50,0.8146424767490191,16,-0.23435521003943877,2,10,Cheryl Burke,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,16.6,5
Andy Dick,16,Sharna Burgess,47,0.5967027503914654,16,-0.23435521003943877,2,32,Sharna Burgess,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,18.928571428571427,7
Wynonna Judd,16,Tony Dovolani,48,0.6693493258439833,16,-0.23435521003943877,2,8,Tony Dovolani,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,17.0,3
Kellie Pickler,16,Derek Hough,26,-0.9288753341114111,16,-0.23435521003943877,2,19,Derek Hough,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,26.75,10
Lisa Vanderpump,16,Gleb Savchenko,52,0.959935627654055,16,-0.23435521003943877,2,33,Gleb Savchenko,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,18.75,4
Sean Lowe,16,Peta Murgatroyd,29,-0.7109356077538573,16,-0.23435521003943877,2,29,Peta Murgatroyd,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,21.5,8
Valerie Harper,17,Tristan MacManus,74,2.5581602876094496,17,-0.1315806856367266,2,30,Tristan MacManus,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,18.5,4
Brant Daugherty,17,Peta Murgatroyd,28,-0.7835821832063753,17,-0.1315806856367266,2,29,Peta Murgatroyd,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,25.8125,8
Elizabeth Berkley Lauren,17,Valentin Chmerkovskiy,39,0.015530146771321949,17,-0.1315806856367266,2,28,Valentin Chmerkovskiy,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,26.555533333333333,9
Leah Remini,17,Tony Dovolani,43,0.30611644858139364,17,-0.1315806856367266,2,8,Tony Dovolani,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,25.699990000000003,10
Corbin Bleu,17,Karina Smirnoff,24,-1.074168485016447,17,-0.1315806856367266,2,12,Karina Smirnoff,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,28.515118181818185,11
Amber Riley,17,Derek Hough,27,-0.8562287586588933,17,-0.1315806856367266,2,19,Derek Hough,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,28.53028181818182,11
Keyshawn Johnson,17,Sharna Burgess,41,0.1608232976763578,17,-0.1315806856367266,2,32,Sharna Burgess,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,17.5,2
Bill Engvall,17,Emma Slater,56,1.2505219294641268,17,-0.1315806856367266,2,34,Emma Slater,17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,23.409072727272726,11
Christina Milian,17,Mark Ballas,31,-0.5656424568488215,17,-0.1315806856367266,2,18,Mark Ballas,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,25.0,5
"Nicole ""Snooki"" Polizzi",17,Sasha Farber,25,-1.0015219095639292,17,-0.1315806856367266,2,35,Sasha Farber,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,25.142857142857142,7
Jack Osbourne,17,Cheryl Burke,27,-0.8562287586588933,17,-0.1315806856367266,2,10,Cheryl Burke,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,26.909063636363634,11
Bill Nye,17,Tyne Stecklein,57,1.3231685049166446,17,-0.1315806856367266,2,36,Tyne Stecklein,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11,15.666666666666666,3
Billy Dee Williams,18,Emma Slater,76,2.7034534385144853,18,-0.028806161234014395,2,34,Emma Slater,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,15.0,2
Danica McKellar,18,Valentin Chmerkovskiy,39,0.015530146771321949,18,-0.028806161234014395,2,28,Valentin Chmerkovskiy,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,33.125,8
James Maslow,18,Peta Murgatroyd,23,-1.1468150604689649,18,-0.028806161234014395,2,29,Peta Murgatroyd,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,33.0,10
Candace Cameron Bure,18,Mark Ballas,37,-0.12976300413371392,18,-0.028806161234014395,2,18,Mark Ballas,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,30.799979999999998,10
Sean Avery,18,Karina Smirnoff,33,-0.4203493059437856,18,-0.028806161234014395,2,12,Karina Smirnoff,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,20.5,2
Diana Nyad,18,Henry Byalikov,64,1.8316945330842702,18,-0.028806161234014395,2,37,Henry Byalikov,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,18.0,1
Charlie White,18,Sharna Burgess,26,-0.9288753341114111,18,-0.028806161234014395,2,32,Sharna Burgess,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,34.166666666666664,9
Amy Purdy,18,Derek Hough,34,-0.3477027304912677,18,-0.028806161234014395,2,19,Derek Hough,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,33.91666,10
Meryl Davis,18,Maksim Chmerkoskiy,27,-0.8562287586588933,18,-0.028806161234014395,2,7,Maksim Chmerkoskiy,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,34.8,10
Drew Carey,18,Cheryl Burke,55,1.177875354011609,18,-0.028806161234014395,2,10,Cheryl Burke,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,27.5,6
Cody Simpson,18,Witney Carson,17,-1.5826945131840724,18,-0.028806161234014395,2,38,Witney Carson,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,28.8,5
NeNe Leakes,18,Tony Dovolani,46,0.5240561749389474,18,-0.028806161234014395,2,8,Tony Dovolani,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,29.571428571428573,7
Antonio Sabato Jr.,19,Cheryl Burke,42,0.23346987312887574,19,0.0739683631686978,2,10,Cheryl Burke,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,28.5,7
Jonathan Bennett,19,Allison Holker,33,-0.4203493059437856,19,0.0739683631686978,2,39,Allison Holker,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,28.666666666666668,6
Lea Thompson,19,Artem Chigvintsev,53,1.032582203106573,19,0.0739683631686978,2,40,Artem Chigvintsev,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,33.888888888888886,9
Janel Parrish,19,Valentin Chmerkovskiy,25,-1.0015219095639292,19,0.0739683631686978,2,28,Valentin Chmerkovskiy,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,36.1818,11
Alfonso Ribeiro,19,Witney Carson,42,0.23346987312887574,19,0.0739683631686978,2,38,Witney Carson,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,36.72727272727273,11
Lolo Jones,19,Keo Motsepe,32,-0.49299588139630357,19,0.0739683631686978,2,41,Keo Motsepe,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,22.0,1
Randy Couture,19,Karina Smirnoff,51,0.8872890522015371,19,0.0739683631686978,2,12,Karina Smirnoff,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,28.333333333333332,3
Tommy Chong,19,Peta Murgatroyd,76,2.7034534385144853,19,0.0739683631686978,2,29,Peta Murgatroyd,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,28.65,10
Betsey Johnson,19,Tony Dovolani,72,2.4128671367044134,19,0.0739683631686978,2,8,Tony Dovolani,19,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,26.5,4
Michael Waltrip,19,Emma Slater,51,0.8872890522015371,19,0.0739683631686978,2,34,Emma Slater,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7,25.625,8
Tavis Smiley,19,Sharna Burgess,50,0.8146424767490191,19,0.0739683631686978,2,32,Sharna Burgess,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12,28.5,2
Bethany Mota,19,Derek Hough,18,-1.5100479377315545,19,0.0739683631686978,2,19,Derek Hough,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,36.04545454545455,11
Sadie Robertson,19,Mark Ballas,17,-1.5826945131840724,19,0.0739683631686978,2,18,Mark Ballas,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,35.16665454545455,11
Suzanne Somers,20,Tony Dovolani,68,2.122280834894342,20,0.17674288757141,2,8,Tony Dovolani,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,26.8,5
Willow Shields,20,Mark Ballas,14,-1.8006342395416264,20,0.17674288757141,2,18,Mark Ballas,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,33.92857142857143,7
Riker Lynch,20,Allison Holker,23,-1.1468150604689649,20,0.17674288757141,2,39,Allison Holker,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,36.3,10
